Date,Content,Name,Rating
10/26/2018,Very good,,5
10/26/2018,Very good,Jaspal Singh,5
10/26/2018,Vishal,,5
10/26/2018,This is not original clash of clan,Shohel Akhtar,3
10/26/2018,It is the update time,Chris Clark,1
10/26/2018,Very worst game,SURYA NARAYAN,5
10/26/2018,This game is very good,Niteesh Ranjan,5
10/26/2018,😀😀😀,,5
10/26/2018,nice game but make one new troop,,5
10/26/2018,Very very good game play,DILIP Kumar,5
10/26/2018,Very amagine game,Kamlesh Prasad,5
10/26/2018,nothing to say but keep the Clash Of Clan better than ever,Jiebee Dave,5
10/26/2018,Good luck with the following week and I will be minute walk from the UK and Europe,,5
10/26/2018,super seasil,Ahal Ahalya,5
10/26/2018,superb game,Prasad MUNDKAR,5
10/26/2018,I loved the game.,Samir Sharma,5
10/26/2018,This game has been awesome and great control,Latika Singh,5
10/26/2018,Wow,,5
10/26/2018,This game is so cool,,5
10/26/2018,i like it,,5
10/26/2018,i like it,,5
10/26/2018,Good,gameplay for Android,5
10/26/2018,Totally addicted. Really interesting game loved it a lot,Abhi Vp,5
10/26/2018,Siht si a doog emag,Kevin Myers,5
10/26/2018,Very goog,,5
10/26/2018,Thank you 😜😜,,5
10/26/2018,Nice,,5
10/26/2018,Very nice,,5
10/26/2018,Fantastic,,5
10/26/2018,I like it,,5
10/26/2018,PLS PLS PLS READ THIS Supercell if you read this listen there's a bug yesterday at night if was fine the game was running nice and cool but today morning the when I opened the game it took few minutes to get that screen supercell and when the game opened there were no building no trees and when I visited another player it was the same so I hope you fix this bug as soon as possibleas I wanted to play new update I HOPE SUPERCELL HAVE READ THIS.....,NUCLEAR GAMEZONE,2
10/26/2018,The only problem in this game is Clouds at legends.,Vishal Choudhary,5
10/26/2018,Goooooooòooooooooooooooood,,5
10/26/2018,Make more updates,,5
10/26/2018,This game is superb,himanshu tiwari,5
10/26/2018,Ok,Harish Kotal,5
10/26/2018,I Love this game,,5
10/26/2018,Awesome,,5
10/26/2018,I think you can uplode a new update in town hall,,4
10/26/2018,Good,Jeevan Pranesh,5
10/26/2018,It's a fabolous game,,4
10/26/2018,Clash of clans is nice game if it has some features like clash of royal it will be wonderful,,5
10/26/2018,Best,Naman Singla,5
10/26/2018,Love it Yrr ❣️,lalit rana,5
10/26/2018,Its Too Good,Sagar Dahiya,5
10/26/2018,Ahh ahhh ahha hhaa,,5
10/26/2018,Super,,5
10/26/2018,love it,,5
10/26/2018,great game but supercell help me my chat button is not working when I touch on chat button for chat my mobile gets hanged . Please fix it,,5
10/26/2018,Love it,,5
10/26/2018,God,,5
10/26/2018,Good game,Smritikana Das,5
10/26/2018,It is very good game,Sanjeev Khirwal,5
10/26/2018,NYC game,,5
10/26/2018,Wonderful game,,5
10/26/2018,I think this is the best game ever of the pubg,,5
10/26/2018,I like this game my thwn hall id in 6 level but I like big villages 😂 😂 😂 😂,eram aleem,5
10/26/2018,The game is awesome,Madhu T,5
10/26/2018,I love this game....,,5
10/26/2018,Very good app,,5
10/26/2018,Very good app,,5
10/26/2018,Very good,,5
10/26/2018,Bring some troops from clash Royale in clash of clans permanently otherwise everything is the best working,,5
10/26/2018,gf rent ffgfdv,ISLAAMLOVES 786,1
10/26/2018,this game is very good,DOREMON TV,5
10/26/2018,Its all about timing,RABIN THAPA,5
10/26/2018,Hahaha,Naval Kishor,5
10/26/2018,Good game I liked the game designing,,5
10/26/2018,It is amazing,,5
10/26/2018,ADHIL,,3
10/26/2018,I love coc,Syed Numan Syed Numan Boos,5
10/26/2018,Thanks again to go to clash of clan,Garima Goyal,5
10/26/2018,a lovely game,,5
10/26/2018,Strategy game,,5
10/26/2018,"I love the game and can play it all the day ! The electro dragon had make the game fantastic. But I am bored with the clan wars on the home base so you should add builder base clan wars and add new troops from clash royale like the ice wizard,electro wizard, royale giant and new defences like ice wizard tower and a cannon that will throw electric balls on the enemy troops when they come in range and name it electro cannon. This is my longest review ever , this game is awesome and has so many good things to write so keep it up supercellllllllllllllll😎",jayprakash jaiswal,5
10/26/2018,It is the best game in the world!!!,,5
10/26/2018,This game Remember me past time of the world,Md.Fahad Hossain,5
10/26/2018,"I'm totally in love with this game .....and...one demand... Upgrade the town hall level to 14,15.....add more troops....and I love this game very much.....Thanks.",Aryan Narang,5
10/26/2018,Armaan,Meena Aga,5
10/26/2018,Its good game,uday sharma,5
10/26/2018,Ok,k.amirtthapandian pandian,5
10/26/2018,I love this game supercell,Geeta Devi,5
10/26/2018,It's a great game,,5
10/26/2018,Nice,Rakib Chowdhury,5
10/26/2018,Good and town hall 12 is very niceeeeee,,5
10/26/2018,It is mass game,,5
10/26/2018,very nice,Tanmay Dhara,5
10/26/2018,Thanks,,5
10/26/2018,I love it,,5
10/26/2018,It is me mersal,Hari Madhu,5
10/26/2018,I have been this game since 3 years and this is my best game.I feel happy when I play it and it gives me lots of joy😁😁😁😁😁😗😗😗😙😙😙,Sam Pradhan,5
10/26/2018,In one word superb game,Zarif Rahman,5
10/26/2018,Fab super good morbalas,,5
10/26/2018,Love it,Ashutosh Sharma,4
10/26/2018,I lick,Umakant Fugare,5
10/26/2018,My favourite game I don't like pubg in front of this game,,5
10/26/2018,Good game,,5
10/26/2018,I want to hack Clash of Clans how can I do that so please tell me supercell please give the answer to me,,5
10/26/2018,It is. A very nice game..it is my favourite game..Thank. You supercell. For this game.,,5
10/26/2018,It is wonderfully game in the world,,5
10/26/2018,I think this is the best game in the world but some people going to play pub-g Mobile. but I am not like play pub-g. I love this game.,,5
10/26/2018,cantt open another account i have losten my 5 ids,Qaiser Zada,1
10/26/2018,This game is amazing .the graphis and otherall things are best,Shumar Singh,5
10/26/2018,Good,,5
10/26/2018,best game ever,,5
10/26/2018,Ela,,5
10/26/2018,Ezhilmalai,,5
10/26/2018,Good,Kanteshwar Thote,4
10/26/2018,Nice,Hasan Javed Ansari,5
10/26/2018,I'm using supercell id .. and it's really so... disturbing for me.. beacuse when i try to log in-to another village it cause a lot of problem. Is there any way that i can go back to my Google play account.,Shawon Ahmed,5
10/26/2018,Amazin,ron torres,5
10/26/2018,Not good bad,,1
10/26/2018,Awesome game,Suman Roy,5
10/26/2018,Well done,Sheikuduman370 Sheik,4
10/26/2018,the best and the most addictive game in the world,Tricky saurav,5
10/26/2018,1000000000000 Barry Good,rekhs yadav,5
10/26/2018,i love coc,,5
10/26/2018,Supper game,sabin saji,5
10/26/2018,on high league we are wasting too much time to find a base can you fix that cloud it waste alot of time,,1
10/26/2018,I love this game,Payel Roy,5
10/26/2018,Can troops from clash royale can be added to coc,,3
10/26/2018,Play and win get more gems. It is interesting please download it,Ashish Jakhar,5
10/26/2018,Good Game,,5
10/26/2018,This is the best game of the world,,5
10/26/2018,Wonderful game,clash of clans master,5
10/26/2018,Nice game,,5
10/26/2018,Its very fun good job super cell,Josh Evan,5
10/26/2018,Beautiful game in the life,,3
10/26/2018,Very interesting game🎮 Time passing never get bored of it and I am playing it since 2015,Urban Records,5
10/26/2018,Looking very much interested on 1st choice.,Nasir Uddin,5
10/26/2018,Nice but update in offline,,5
10/26/2018,wis wonderful game very good and nice game,,5
10/26/2018,down hall 12,,5
10/26/2018,Superrrr cellll,,5
10/26/2018,Best game,Prachik Puhan,5
10/26/2018,Super game I love you super sell,,5
10/26/2018,Thanks,Deepak Kumar,5
10/26/2018,Tops,,5
10/26/2018,Aosam,,5
10/26/2018,This app is good,Syakir Ismail,5
10/26/2018,This app is good,Syakir Ismail,5
10/26/2018,Very nice game,Jaspreet Molia,5
10/26/2018,No smiler attacker and waist of time also always connection lost.Bad game ever,,1
10/26/2018,Amazing,gupteshwar prasad,5
10/26/2018,This app better,Iliyas Shaik,5
10/26/2018,Nice game,,4
10/26/2018,This is nice,,5
10/26/2018,Best game,,3
10/26/2018,That's good,,4
10/26/2018,Wow it is very good game,Sehran Muxamil,4
10/26/2018,I like it,,5
10/26/2018,A best game,Binati Mishra,5
10/26/2018,Very good game,shree raman,5
10/26/2018,Good game,Chandan Saha,5
10/26/2018,World best game for me,kulwinder singh,5
10/26/2018,This game is very nice I like this game,Dilip Rajan,5
10/26/2018,Wow,,5
10/26/2018,gooooooooooooood game in the world,Wahid Wardak,5
10/26/2018,Best,,5
10/26/2018,Very good game but if we update our town hall then we will got 250 lvl10 500gems,INDERJIT SINGH,5
10/26/2018,love you,,5
10/26/2018,I like it too much it's so good new th 12 is so goods,Rg Goswami,5
10/26/2018,Nice,,1
10/26/2018,Awesome,rajesh laad,5
10/26/2018,it is a very fantastic game,,5
10/26/2018,A beautiful game,,5
10/26/2018,nice game,,5
10/26/2018,The best game i have played ever,,5
10/26/2018,Coooll!!!!game...,,5
10/26/2018,Very...... good game,Shardha Bhasin,5
10/26/2018,Semmma verralevel,,5
10/26/2018,Super,,5
10/26/2018,Very surper,,5
10/26/2018,To good,BS Osari,5
10/26/2018,Best game all over world,,5
10/26/2018,No question!!!! Awesome and the new update! Keep em coming 2018 Oct 25,JACK MOSES MURALI,5
10/26/2018,This game is great for me,Jewel Haque,5
10/26/2018,Supper Game,,5
10/26/2018,This very interesting game,,5
10/26/2018,Super,,5
10/26/2018,This very interesting game,,5
10/26/2018,i think this is amazing,KJJN KJJN,5
10/26/2018,It is the best game of world,,5
10/26/2018,Hello Supercell. Great game. Just one small problem. When i try to access news icon it shows me Unfortunately Clash of Clans has stopped working. Please fix,Riaan Fourie,5
10/26/2018,Love this game,,5
10/26/2018,I love this game a lot. I don't like mass killing games like other so 5 stars for this game,Shalini Priya,5
10/26/2018,I like this game it's wonderful awesome,,5
10/26/2018,Wowwww,anumula saikumar,5
10/26/2018,Nice game,,5
10/26/2018,Awesome Game,Dheeraj Kumar,4
10/26/2018,Love it,,3
10/26/2018,Wow!!!!!,,5
10/26/2018,Now this game is my fav,hunter 01,5
10/26/2018,zing zing amazing,,5
10/26/2018,Best game,Suraj Chaudhary,5
10/26/2018,It is very very awesome game in the world,Gubbala. Nagarjuna,5
10/26/2018,Coc is best game and tv pay ada do is game ko,,5
10/26/2018,Good application but slow loading also please less the size of game application and it's updates size,Arun George,1
10/26/2018,It is very cool game But it is expensive in upgrading,,5
10/26/2018,"It's fun and all but i paid gems for 1,200,000 gold but only gave only two hundred gold",,3
10/26/2018,hhhhhhh,surya prakash,5
10/26/2018,I like the new update fantastic game to me,Bethanie Cartwright,5
10/26/2018,New solges want,Pearson Raj,5
10/26/2018,Super doper game coc,Virat Gokul,5
10/26/2018,Everything is good but pubg is better than coc...,Turn Back,4
10/26/2018,good,,5
10/26/2018,Gooooood OMG. Most lovely game.....2018 back,,5
10/26/2018,This game is very awesome,,5
10/26/2018,Super duper game....,Dhana Prakash,5
10/26/2018,Super game but update is more than it is OK,,4
10/26/2018,Good game,,5
10/26/2018,Be on top second and on top first P.U.B.G,,5
10/26/2018,It was great seeing what I can speed up the phone you can speed up the phone you can get it done today,S.Chandra Nath,5
10/26/2018,Best game,,5
10/26/2018,It is the best game in the world,,5
10/26/2018,Coc is the better than others game❤️❤️❤️,,5
10/26/2018,One of the best game forever.,,5
10/26/2018,Used to love it boring as all hell . I still hate the building and the time needed for it. Not a game for me,bennet benny,1
10/26/2018,Bestcof the best,Mahibul Haque,5
10/26/2018,The best strategy game,,5
10/26/2018,Very good 👌👌👌👌👌👌👌👌👌,,5
10/26/2018,This is the best game I have played,Ramesh chand,5
10/26/2018,More MB,,2
10/26/2018,The coconut is fantastic and I loved coc,sivakumar santhanm,5
10/26/2018,This is my favourite game,,5
10/26/2018,love it,,5
10/26/2018,Best game in all games,,5
10/26/2018,Mind blowing game,,5
10/26/2018,Great time killer and nice updates,kelechi okwochi,4
10/26/2018,Wow I like it it was great 👌👌👌,,5
10/26/2018,Very great game!!! GG Clashers!!!,James May,5
10/26/2018,Goooooooooooooooooooodddddeeeeeeeeesssssssssttttttttt,,5
10/26/2018,THIS GAME IS GOOD,,5
10/26/2018,Awesome game,,5
10/26/2018,Its boring,Hirak Talukdar,5
10/26/2018,This game is very interested,,5
10/26/2018,To,ChAuhan rockers,5
10/26/2018,Nice game,jonathan astorga,5
10/26/2018,Very good game and new version is very good,,5
10/26/2018,It is interesting and amazing,Sonia Ghiloriya,5
10/26/2018,Well,WASI AHMAD,5
10/26/2018,Very nice game,ASHOK KUMAR,5
10/26/2018,This is good but updates are always being released and they take too long to finish,,5
10/26/2018,Best game,,5
10/26/2018,Hiii,,5
10/26/2018,its ok and brutigul and strong,,5
10/26/2018,Not all games or apps are good,,1
10/26/2018,Thinking,,5
10/26/2018,Nice game,,5
10/26/2018,I like super dooper,,5
10/26/2018,I think the all children's shouldn't be play this game,Samuel S,5
10/26/2018,The worst game in the world . The troops training is very boring and many of us hated this 👅👅,,1
10/26/2018,We want more troops in dark baracks....,,5
10/26/2018,This is very best game,,5
10/26/2018,Superb game but now that pubg has come lets see who plays coc,Surodeep Chakraborty,5
10/26/2018,Made of low MB,,3
10/26/2018,Interested,Saroj Dhami,5
10/26/2018,It is nyz game for time pass. And I'm addicted to CoC i have started to play it 4years ago.. Go for it..,,4
10/26/2018,I love it's game,Sourav Sarkar,5
10/26/2018,This game is very nice and I love this game 👍👍,Miraj Islam,5
10/26/2018,This game is very nice and I love this game 👍👍,Miraj Islam,5
10/26/2018,Very interesting,amjad qasim,5
10/26/2018,Clan wars time in 5 min better,,5
10/26/2018,Mast game,Abhisek Sahoo,5
10/26/2018,Awesome gam,,5
10/26/2018,Pubg is better than it,technical tech,1
10/26/2018,This games feature are very good and has a lot of different types of power,Tejashree Kamble,5
10/26/2018,Hardwork is be there in this game both no problem there is hack version also,rahul singh,5
10/26/2018,I love it,Jasneet Singh,5
10/26/2018,Welllllll🤔🤔🤔,,5
10/26/2018,Supper,,5
10/26/2018,Very nice game,Gaming Beast Jatt,5
10/26/2018,Its ok,,3
10/26/2018,good game bhai you are genus,Ali Aman,5
10/26/2018,One of the all time great mobile games. Must play. Support the devs if you can!,Lukalot,5
10/26/2018,THIS GAME IS VERY SUPER GAME,SUDHARSHAN SUJATHA ARE POKEMON FANS. VATCHALARANI,5
10/26/2018,it is bad game,,5
10/26/2018,Good game Gpo,,5
10/26/2018,This game is most attracted,,4
10/26/2018,Love it,,4
10/26/2018,Very nice game,,5
10/26/2018,Awesome,Sankar Mahato,5
10/26/2018,superb,,5
10/26/2018,Awesome game,sandhya singh,5
10/26/2018,My th 8 max,technical studio,5
10/26/2018,This is very nice game this game never completed I give 100 out of 100 in this game love it,,5
10/26/2018,I LOVE this game its my favorite game of all time,Derpy Plays,5
10/26/2018,I like.so,,5
10/26/2018,Game bad,star killa,1
10/26/2018,SOMEHOW NICE,,5
10/26/2018,What best game I never played,ssk ssk,5
10/26/2018,Is this game run on 4.1 version,,5
10/26/2018,Adventure games,creative girl,1
10/26/2018,Very Great Game to enjoy with your children.,,5
10/26/2018,Super gama,,5
10/26/2018,nice,Claire Antonette Alay,5
10/26/2018,Wonderful,,4
10/26/2018,Its ok i like the game,Hiirosh Kumar,4
10/26/2018,Good game i like it,,5
10/26/2018,Very amazing game I am waiting for new update,,5
10/26/2018,Very amazing game I am waiting for new update,,5
10/26/2018,Plz make new games super cell company and try to make start the game without internet,vraj Contractor,5
10/26/2018,I loved this game,Lalitha K J,5
10/26/2018,Nice,,5
10/26/2018,Supra,Uditha Rasanga,4
10/26/2018,I think it is a nice game of war I liked it more,,5
10/26/2018,Best,NEETU GOYAL,5
10/26/2018,Plz update coc,,5
10/26/2018,Also,Vasantha Shreyans,5
10/26/2018,A very very good game,,5
10/26/2018,Nice,Madrasi Mass,5
10/26/2018,Commandable,Baldeep Saini,5
10/26/2018,Cool look,,5
10/26/2018,I cant play it is hate this game,David Beugre,1
10/26/2018,Vary super games,,5
10/26/2018,"It,s very nice game Fantastic !",Mansi Gupta,5
10/26/2018,Coc is a story,Sridhar Vijays,5
10/26/2018,Sahil 🌋🌋🌋🌋,Jafar Khan,5
